,Make & Model,Price,Depreciation,Reg Date,Mileage,Vechical Type
11830,Toyota Camry 2.4A (COE till 06/2022),"$12,500.00","$10,420 /yr",25-Jun-2007,"160,000 km",Luxury
11835,Mercedes-Benz E-Class E250 CGI (COE till 08/2030),"$75,000.00","$7,990 /yr",16-Sep-2010,"160,500 km",Luxury
11841,Volkswagen Scirocco 1.4A TSI (COE till 11/2024),"$51,450.00","$14,140 /yr",11-Jan-2010,"130,000 km",Sports
11848,Suzuki Swift Sport 1.6A,"$65,500.00","$9,580 /yr",05-Jun-2017,"48,591 km",Hatchback
11849,Toyota Harrier 2.4A GL (COE till 02/2029),"$56,800.00","$7,200 /yr",02-Mar-2009,"132,500 km",SUV
11856,Audi A6 Mild Hybrid 3.0A TFSI Quattro S-tronic,"$318,888.00","$27,070 /yr",30-Nov-2020,"2,300 km",Luxury
11857,Mercedes-Benz SLK-Class SLK200 (COE till 03/2030),"$60,000.00","$6,690 /yr",16-Jun-2000,"156,000 km",Sports
11863,BMW 2 Series 218i Gran Coupe M-Sport,"$139,800.00","$12,870 /yr",29-Jun-2020,"8,000 km",Luxury
11868,Mitsubishi Attrage 1.2A,"$68,999.00","$7,080 /yr",02-Sep-2020,"3,500 km",Sedan
11870,Honda Odyssey 2.4A Sunroof,"$20,800.00",,28-Apr-2011,"140,000 km",MPV
11872,Opel Combo 1.6A,"$49,999.00","$6,810 /yr",13-Aug-2018,"29,500 km",Van
11873,Maserati GranTurismo 4.2A (COE till 12/2030),"$150,800.00","$15,500 /yr",19-Aug-2011,"105,000 km",Sports
11884,Honda Accord Euro S 2.4A (COE till 03/2029),"$60,800.00","$7,630 /yr",30-Jun-2009,"189,000 km",Luxury
11886,Toyota Estima Hybrid 2.4A X,"$41,998.00","$25,180 /yr",26-Apr-2012,"91,853 km",MPV
11901,Nissan GTR 3.8A (COE till 10/2029),"$219,800.00","$25,680 /yr",05-Jan-2010,"55,500 km",Sports
11902,Audi Q5 3.0A TFSI Quattro (New 10-yr COE),"$135,000.00","$13,490 /yr",31-Jan-2013,"142,000 km",SUV
11903,Skoda Superb Laurin & Klement 2.0A TSI,"$120,888.00","$12,720 /yr",31-May-2019,"20,000 km",Luxury
11904,Mercedes-Benz C-Class C63 Coupe AMG Black Series,"$233,800.00","$98,090 /yr",30-Nov-2012,"42,500 km",Sports
11905,McLaren 720S,"$988,000.00","$86,940 /yr",03-Aug-2020,"8,500 km",Sports
11909,BMW i8,"$290,000.00","$49,990 /yr",24-Apr-2015,"38,000 km",Sports
11910,Toyota Mark X (COE till 02/2028),"$56,800.00","$8,250 /yr",28-Feb-2008,"118,382 km",Luxury
11913,Toyota Camry 2.0A,"$112,800.00","$12,200 /yr",31-Jan-2019,"35,000 km",Luxury
11915,Audi RS 3 Sportback 2.5A TFSI Quattro,"$80,800.00","$51,000 /yr",28-Apr-2012,"35,000 km",Sports
11917,Mercedes-Benz CLA-Class CLA180 Urban,"$103,800.00","$14,820 /yr",12-May-2017,"54,624 km",Luxury
11919,Volkswagen Scirocco 1.4A TSI,"$22,900.00",,15-Sep-2011,"105,000 km",Sports
11920,BMW X5 xDrive35i 7-Seater Sunroof (COE till 08/2030),"$96,000.00","$10,220 /yr",27-Sep-2010,"140,000 km",SUV
11921,Volkswagen Caddy Maxi 2.0M,"$69,800.00","$7,530 /yr",17-Jul-2020,"12,000 km",Van
11924,Lamborghini Huracan LP610-4,"$545,000.00","$76,970 /yr",30-Apr-2015,"35,000 km",Sports
11925,Hyundai i30 1.6A Sunroof,"$16,888.00","$17,450 /yr",30-Nov-2011,"116,335 km",Hatchback
11931,Porsche Cayenne Coupe 3.0A,"$421,988.00","$36,460 /yr",30-Oct-2020,652 km,SUV
11932,Mercedes-Benz G-Class G63 AMG 4MATIC,"$683,988.00","$59,560 /yr",23-Sep-2020,652 km,SUV
11933,Mercedes-Benz GLC-Class GLC250 AMG Line 4MATIC,"$136,800.00","$17,990 /yr",31-May-2017,"74,000 km",SUV
11934,Honda Odyssey 2.4A (COE till 08/2023),"$18,500.00","$7,750 /yr",10-Oct-2008,"188,000 km",MPV
11935,Bentley Continental GT 6.0A Speed (New 10-yr COE),"$235,000.00","$23,490 /yr",07-Jan-2012,"57,000 km",Sports
11936,Bentley Continental GT 4.0A V8,"$873,988.00",,N.A.,28 km,Sports
11941,BMW 6 Series 640i Gran Coupe M-Sport,"$95,800.00","$35,720 /yr",12-Nov-2012,"111,000 km",Luxury
11942,Toyota Sienta 1.5A G,"$90,800.00","$8,650 /yr",09-Oct-2020,140 km,MPV
11944,Mercedes-Benz E-Class E200K Avantgarde (COE till 09/2029),"$61,500.00","$7,310 /yr",09-Sep-2009,"132,000 km",Luxury
11945,Honda Fit 1.3A GF (OPC),"$39,800.00","$9,160 /yr",08-May-2015,"29,500 km",Hatchback
11947,Mercedes-Benz CLA-Class CLA180 AMG Line Premium Plus,"$179,988.00","$17,820 /yr",16-Dec-2019,11 km,Luxury
11953,Honda Fit 1.3A GF,"$62,800.00","$8,560 /yr",26-Apr-2018,"30,000 km",Hatchback
11963,Honda Civic 1.8A VTi-S (COE till 08/2028),"$52,999.00","$7,250 /yr",04-Aug-2008,"94,000 km",Sedan
11964,Volkswagen New Beetle 1.6A (COE till 03/2025),"$29,800.00","$7,590 /yr",16-Mar-2010,100 km,Hatchback
11965,Nissan Cabstar,"$49,800.00","$7,940 /yr",21-Jul-2017,"80,000 km",Truck
11966,Audi A5 Sportback 2.0A TFSI Quattro,"$53,800.00","$25,120 /yr",05-Jun-2012,"141,000 km",Luxury
11969,Kia Stonic 1.0T SX Sunroof,"$74,999.00","$8,730 /yr",14-May-2019,"27,000 km",SUV
11970,Porsche Macan 2.0A PDK,"$175,800.00","$26,930 /yr",19-Feb-2016,"72,000 km",SUV
11982,Toyota Harrier 2.0A G-Grade Turbo,"$108,800.00","$13,650 /yr",31-Oct-2017,"70,000 km",SUV
11984,Nissan GTR 3.8A (COE till 12/2029),"$238,800.00","$27,370 /yr",02-Jan-2010,"74,000 km",Sports
11985,Mercedes-Benz E-Class E300e Plug-in Hybrid AMG Line Premium,"$248,988.00","$21,530 /yr",23-Mar-2021,62 km,Luxury
11987,Honda Vezel 1.5A X,"$77,800.00","$9,140 /yr",04-Jan-2019,"58,000 km",SUV
11989,Mazda 3 1.5A Deluxe,"$65,800.00","$9,680 /yr",28-Apr-2017,"61,000 km",Sedan
11990,Honda Vezel 1.5A X,"$66,800.00","$9,950 /yr",13-Jun-2017,"62,000 km",SUV
11994,Volkswagen Golf 1.4A TSI,"$28,800.00","$17,180 /yr",19-Apr-2012,"115,000 km",Hatchback
11995,Toyota 86 2.0M,"$98,888.00","$40,070 /yr",02-May-2013,"77,179 km",Sports
11996,Mercedes-Benz C-Class C200 Coupe Mild Hybrid AMG Line,"$193,300.00","$18,000 /yr",15-Jan-2020,"21,000 km",Sports
11997,Toyota C-HR Hybrid 1.8A G,"$72,000.00","$11,260 /yr",08-May-2017,"78,000 km",SUV
11998,Volkswagen Tiguan 1.4A TSI BMT,"$71,800.00","$12,650 /yr",13-Oct-2015,"53,988 km",SUV
12005,Nissan NV200 1.5M,"$61,800.00","$7,620 /yr",23-May-2019,"60,500 km",Van
12007,Honda Civic Type R 2.0M Turbo,"$164,888.00","$17,200 /yr",06-Jun-2019,"14,000 km",Sports
12016,Toyota Corolla Altis 1.6A (COE till 06/2021),"$4,000.00",,04-Jul-2006,"165,000 km",Sedan
12018,Mercedes-Benz S-Class S400L,"$182,000.00","$30,490 /yr",04-Nov-2014,"64,100 km",Luxury
12019,Lamborghini Aventador LP700-4 (New 10-yr COE),"$645,800.00","$64,540 /yr",28-Feb-2012,"6,000 km",Sports
12026,Perodua Kenari 1.0A EZ (COE till 04/2024),"$17,800.00","$5,930 /yr",13-Apr-2009,"125,000 km",Hatchback
12027,Mercedes-Benz B-Class B160 (New 10-yr COE),"$64,800.00","$6,480 /yr",12-Oct-2011,"145,000 km",Hatchback
12029,Volvo V40 Diesel D2,"$47,800.00","$10,560 /yr",30-Apr-2015,"94,521 km",Hatchback
12030,Toyota Voxy 2.0A X,"$79,800.00","$13,320 /yr",01-Apr-2016,"86,000 km",MPV
12033,Toyota Corolla Altis 1.6A,"$18,700.00",,21-Sep-2011,"158,000 km",Sedan
12039,Peugeot 308 1.2A PureTech Allure,"$61,888.00","$8,870 /yr",10-Aug-2017,"83,000 km",Hatchback
12040,Hyundai Avante 1.6A S (COE till 10/2025),"$29,988.00","$6,610 /yr",26-Oct-2010,"111,100 km",Sedan
12042,Ferrari California T 3.8A,"$560,000.00","$78,510 /yr",27-Jul-2015,"16,228 km",Sports
12043,Hyundai Elantra 1.6A GLS,"$67,800.00","$8,360 /yr",25-Sep-2018,"60,000 km",Sedan
12046,BMW 3 Series 316i Sport,"$43,800.00","$13,820 /yr",06-Jun-2013,"120,000 km",Luxury
12050,Jaguar F-Type Coupe 3.0A,"$319,000.00","$28,870 /yr",23-Mar-2020,"7,500 km",Sports
12059,BMW 5 Series 525i XL (COE till 08/2028),"$90,000.00","$12,200 /yr",27-Aug-2008,"92,021 km",Luxury
12061,Nissan NV200 1.5M (New 5-yr COE),"$33,800.00","$6,760 /yr",26-Feb-2011,"176,000 km",Van
12065,Mazda RX-8 1.3A (COE till 08/2024),"$35,000.00","$10,330 /yr",23-Sep-2009,"165,000 km",Sports
12069,Volvo S60 T2,"$79,500.00","$10,340 /yr",14-Nov-2017,"85,900 km",Luxury
12075,Mercedes-Benz A-Class A180 AMG Line,"$82,000.00","$13,750 /yr",13-May-2016,"63,000 km",Hatchback
12078,Audi A3 Sportback 1.0A TFSI S-tronic,"$77,000.00","$11,350 /yr",29-Mar-2017,"64,000 km",Hatchback
12080,BMW 3 Series 318i,"$111,000.00","$13,280 /yr",23-Feb-2018,"32,000 km",Luxury
12083,Honda Shuttle 1.5A G Honda Sensing,"$83,800.00","$8,850 /yr",21-Jan-2020,188 km,Stationwagon
12084,BMW M Series M240i Coupe,"$193,800.00","$19,950 /yr",05-Jul-2019,"15,000 km",Sports
12087,Jaguar F-Type 3.0SC S ST1 Convertible,"$179,800.00","$33,160 /yr",16-Oct-2014,"53,520 km",Sports
12091,Toyota Estima 2.4A Aeras Moonroof,"$65,800.00","$14,510 /yr",31-Jul-2014,"99,842 km",MPV
12092,Volkswagen Golf R 5DR Sunroof (COE till 08/2030),"$91,888.00","$9,860 /yr",06-Aug-2010,"149,000 km",Sports
12097,Toyota Camry Hybrid 2.5A Ascent Sport,"$135,988.00","$12,550 /yr",23-Mar-2021,652 km,Luxury
12100,Mitsubishi Fuso Canter FEB21,"$54,800.00","$10,180 /yr",30-Aug-2016,"75,000 km",Truck
12101,Mercedes-Benz E-Class E200 Cabriolet AMG,"$92,000.00","$23,900 /yr",13-Nov-2013,"70,500 km",Sports
12102,Honda Grace Hybrid 1.5A DX,"$61,000.00","$10,410 /yr",24-Nov-2016,"83,000 km",Sedan
12103,Nissan NV350 2.5M,"$43,800.00","$8,920 /yr",10-Mar-2016,"130,000 km",Van
12104,Kia Sorento Diesel 2.2A CRDi Sunroof,"$93,800.00","$12,350 /yr",16-Mar-2017,"83,000 km",SUV
12109,Audi RS 3 Sportback 2.5A TFSI Quattro (New 10-yr COE),"$133,888.00","$13,380 /yr",28-Oct-2011,"135,000 km",Sports
12114,Toyota Wish 1.8A,"$70,800.00","$9,940 /yr",25-May-2017,"69,188 km",MPV
12116,Mercedes-Benz GLB-Class GLB200 AMG Line Premium,"$186,988.00","$16,380 /yr",22-Mar-2021,652 km,SUV
12118,Toyota Noah Hybrid 1.8A X,"$134,988.00","$12,330 /yr",17-Mar-2021,652 km,MPV
12119,Mazda 3 HB 1.5A Sunroof,"$68,000.00","$9,850 /yr",28-Apr-2017,"72,500 km",Hatchback
12120,Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC,"$192,800.00","$20,530 /yr",18-Jan-2019,"33,000 km",SUV
12122,Kia Rio HB 1.4M (COE till 04/2024),"$16,000.00","$5,240 /yr",04-May-2009,"161,000 km",Hatchback
12125,Hyundai Elantra 1.6A GLS Elite,"$69,800.00","$8,430 /yr",12-Sep-2018,"60,364 km",Sedan
12127,Mercedes-Benz GLE-Class GLE43 Coupe AMG 4MATIC,"$235,800.00","$29,070 /yr",04-Apr-2017,"47,965 km",SUV
12130,BMW ALPINA B3 Bi-Turbo Sunroof,"$248,888.00","$26,740 /yr",12-Feb-2018,"13,000 km",Sports
12131,Mercedes-Benz GLB-Class GLB200 AMG Line Premium 7-Seater,"$182,800.00","$16,560 /yr",13-Nov-2020,"3,089 km",SUV
12133,Renault Grand Scenic Diesel 1.5A dCi Sunroof,"$83,800.00","$9,610 /yr",29-Jan-2019,"60,000 km",MPV
12140,Honda Freed 1.5A G Honda Sensing,"$109,800.00","$10,100 /yr",18-Dec-2020,677 km,MPV
12148,Mazda 6 Wagon 2.5A Luxury,"$71,800.00","$11,020 /yr",10-Jun-2016,"93,336 km",Stationwagon
12150,Nissan Fairlady 370Z (COE till 12/2028),"$77,500.00","$10,030 /yr",17-Jul-2009,"85,000 km",Sports
12152,Mercedes-Benz A-Class A45 AMG 4MATIC+,"$130,000.00","$26,000 /yr",11-Feb-2015,"54,000 km",Sports
12162,Toyota Corolla Altis 1.6A (COE till 01/2025),"$24,800.00","$6,630 /yr",08-Jan-2010,"142,000 km",Sedan
12165,BMW X1 sDrive18i Sunroof (COE till 08/2030),"$71,000.00","$7,560 /yr",30-Sep-2010,"108,000 km",SUV
12172,Mercedes-Benz C-Class C180 Coupe,"$181,588.00","$17,470 /yr",26-Mar-2020,"16,168 km",Luxury
12173,BMW X6 xDrive35i (COE till 05/2029),"$92,000.00","$11,300 /yr",05-Nov-2009,"220,000 km",SUV
12175,Volkswagen Jetta GP 1.4A TSI,"$49,888.00","$9,380 /yr",31-Aug-2015,"73,770 km",Sedan
12181,Volvo XC60 2.0T (New 10-yr COE),"$74,800.00","$7,480 /yr",26-May-2011,"123,000 km",SUV
12185,Honda Freed 1.5A G,"$97,999.00","$9,780 /yr",19-Nov-2019,"17,000 km",MPV
12187,Mercedes-Benz E-Class E200 CGI Cabriolet (New 10-yr COE),"$96,000.00","$9,590 /yr",01-Sep-2011,"108,000 km",Sports
12192,Mercedes-Benz V-Class V250d Avantgarde LWB,"$150,000.00","$17,250 /yr",15-Jun-2017,"70,000 km",MPV
12193,Porsche 911 Turbo Coupe Tip (COE till 04/2027),"$288,000.00","$47,590 /yr",25-May-2007,"99,000 km",Sports
12196,Mercedes-Benz B-Class B180 Style,"$75,800.00","$11,760 /yr",19-Sep-2016,"69,000 km",Hatchback
12197,Kia Cerato 1.6A LX,"$71,000.00","$7,980 /yr",06-Jun-2019,"29,100 km",Sedan
12203,Renault Megane RS 1.8A TCe,"$148,000.00","$15,880 /yr",28-Jun-2019,"9,900 km",Sports
12204,Mercedes-Benz A-Class A180 Style,"$95,888.00","$14,540 /yr",07-Mar-2017,"54,000 km",Hatchback
12214,Mitsubishi Lancer EX 1.5A GLS (COE till 03/2024),"$23,000.00","$7,880 /yr",13-Mar-2009,"180,000 km",Sedan
12215,Mercedes-Benz C-Class C180K Avantgarde,"$37,500.00","$23,770 /yr",22-Mar-2012,"135,000 km",Luxury
12217,Mercedes-Benz E-Class E350 (COE till 10/2029),"$78,000.00","$9,180 /yr",09-Oct-2009,"71,000 km",Luxury
12218,Kia Cerato Forte Koup 1.6A SX Sunroof,"$21,800.00","$15,390 /yr",30-Mar-2012,"145,000 km",Sports
12219,Land Rover Range Rover 3.0A Vogue Supercharged,"$358,888.00","$41,660 /yr",28-Aug-2017,"48,888 km",SUV
12220,Land Rover Defender 90,"$208,000.00","$35,310 /yr",03-Mar-2017,"24,000 km",Truck
12226,Mercedes-Benz S-Class S400L,"$219,800.00","$30,560 /yr",27-Jan-2016,"46,157 km",Luxury
12232,Porsche 911 GT3 RS PDK,"$627,000.00","$104,220 /yr",18-Sep-2015,"28,818 km",Sports
12235,Mazda Biante 2.0A,"$60,800.00","$12,160 /yr",14-Jul-2015,"77,500 km",MPV
12238,Honda Insight Hybrid 1.3A (New 5-yr COE),"$37,388.00","$7,470 /yr",24-Mar-2011,"100,888 km",Hatchback
12255,Audi A3 Sportback 1.4A TFSI S-tronic Ambiente,"$40,800.00","$12,510 /yr",31-Dec-2013,"100,000 km",Hatchback
12256,Honda Civic 1.6A VTi (COE till 05/2028),"$54,000.00","$7,580 /yr",27-May-2008,"110,000 km",Sedan
12257,Porsche 911 Carrera S Coupe 3.8A PDK (COE till 03/2029),"$260,800.00","$32,710 /yr",08-Apr-2009,"67,200 km",Sports
12258,Lotus Esprit V8 GT (COE till 02/2029),"$168,000.00","$21,300 /yr",17-Aug-2000,"43,000 km",Sports
12261,Mazda MX-5 1.6M (COE till 10/2029),"$83,888.00","$9,800 /yr",07-Aug-1992,"262,800 km",Sports
12262,Porsche Cayenne 3.6A Tip,"$95,000.00",,02-Jun-2011,"133,000 km",SUV
12266,Lexus RX450h Hybrid (COE till 03/2029),"$70,000.00","$8,780 /yr",10-Dec-2009,"204,000 km",SUV
12268,Land Rover Range Rover Evoque 2.0A 5DR (New 10-yr COE),"$121,800.00","$12,170 /yr",12-Nov-2012,"85,000 km",SUV
12269,Mitsubishi Attrage 1.2A Sports,"$56,800.00","$7,510 /yr",03-Jul-2018,"14,000 km",Sedan
12270,Bentley Continental Flying Spur 6.0A (COE till 11/2030),"$188,000.00","$19,500 /yr",01-Dec-2010,"42,000 km",Luxury
12272,Mercedes-Benz GLB-Class GLB250 Sport 4MATIC 7-Seater,"$211,988.00","$19,330 /yr",16-Jan-2021,38 km,SUV
12273,Mercedes-Benz A-Class A180 Progressive,"$123,000.00","$13,240 /yr",04-Apr-2019,"31,000 km",Hatchback
12275,Volvo V40 T2,"$71,822.00","$10,240 /yr",26-Apr-2017,"66,899 km",Hatchback
12276,BMW 6 Series 640i Cabriolet,"$90,888.00","$43,520 /yr",28-Jun-2012,"22,000 km",Sports
12279,BMW 3 Series 316i,"$59,800.00","$14,150 /yr",28-Aug-2014,"45,000 km",Luxury
12282,Lexus GS300 (COE till 07/2026),"$41,800.00","$7,880 /yr",06-Oct-2006,"150,000 km",Luxury
12283,Land Rover Range Rover Sport Diesel 3.0A,"$125,000.00","$33,410 /yr",02-May-2013,"87,874 km",SUV
12285,Audi A3 Sportback 1.0A TFSI S-tronic,"$82,800.00","$12,050 /yr",08-Jul-2017,"48,650 km",Hatchback
12286,Mercedes-Benz SL-Class SL350 (COE till 03/2029),"$93,000.00",,30-Dec-2009,"72,000 km",Sports
12288,Honda HR-V 1.5A LX,"$92,800.00","$9,640 /yr",03-Sep-2019,"22,000 km",SUV
12289,Mercedes-Benz A-Class A180 Progressive,"$127,800.00","$13,810 /yr",11-Apr-2019,"29,650 km",Hatchback
12291,Honda Stepwagon 1.5A G Welcab,"$148,800.00","$14,380 /yr",14-Jul-2020,"12,588 km",MPV
12293,Mercedes-Benz S-Class S400L,"$191,888.00","$24,010 /yr",21-Mar-2016,"110,000 km",Luxury
12294,Honda Civic 1.8A (COE till 10/2028),"$49,800.00","$6,610 /yr",23-Oct-2008,"125,000 km",Sedan
12295,Toyota Sienta 1.5A Standard,"$81,800.00","$8,600 /yr",30-Sep-2019,"27,256 km",MPV
12297,Jaguar F-Type Coupe 3.0A,"$266,800.00","$31,980 /yr",19-Sep-2017,"12,050 km",Sports
12298,Mercedes-Benz A-Class A180 Style,"$78,000.00","$12,210 /yr",01-Dec-2016,"38,000 km",Hatchback
12301,Toyota Wish 2.0A (COE till 12/2024),"$34,800.00","$9,350 /yr",25-Jan-2010,"121,562 km",MPV
12302,Mercedes-Benz C-Class C200 Cabriolet Mild Hybrid AMG Line,"$239,988.00","$21,300 /yr",06-Nov-2020,652 km,Sports
12305,Land Rover Defender 110,"$264,988.00","$23,650 /yr",11-Nov-2020,652 km,SUV
12307,Volkswagen Scirocco 1.4A TSI (New 10-yr COE),"$64,999.00","$6,500 /yr",23-Nov-2011,"102,000 km",Sports
12310,Mercedes-Benz GLC-Class GLC63 S Coupe AMG 4MATIC+,"$395,000.00","$37,880 /yr",09-Apr-2019,"13,500 km",SUV
12315,Volkswagen Beetle 1300 (COE till 11/2028),"$48,888.00","$6,440 /yr",06-Jun-1968,"88,000 km",Others
12316,Mercedes-Benz S-Class S350D L AMG Line Executive Premium (COE till 06/2030),"$318,000.00",,22-Jun-2020,"5,000 km",Luxury
12318,Volkswagen Arteon 2.0A TSI R-Line,"$185,000.00","$18,380 /yr",31-Oct-2019,"12,000 km",Luxury
12324,Honda Shuttle 1.5A G Honda Sensing,"$94,988.00","$10,170 /yr",13-Dec-2019,11 km,Stationwagon
12325,Toyota C-HR Hybrid 1.8A S LED,"$105,888.00",,N.A.,50 km,SUV
12327,Aston Martin V8 Vantage N430 Coupe Sportshift II,"$380,000.00","$54,890 /yr",01-Jun-2016,"22,093 km",Sports
12332,Toyota Allion 1.5A (COE till 06/2023),"$17,500.00","$8,000 /yr",20-Jun-2008,"116,000 km",Sedan
12333,Ferrari California 4.3A (New 10-yr COE),"$318,888.00","$31,870 /yr",28-Nov-2011,"84,200 km",Sports
12335,BMW 2 Series 216d Active Tourer,"$81,800.00","$11,390 /yr",28-Jun-2017,"79,000 km",Hatchback
12337,Mercedes-Benz A-Class A180,"$61,000.00","$14,650 /yr",18-Dec-2014,"57,500 km",Hatchback
12344,BMW X5 xDrive35i 7-Seater,"$145,800.00","$21,370 /yr",27-Feb-2016,"72,000 km",SUV
12345,Toyota Esquire 2.0A Gi Sunroof,"$83,800.00","$13,100 /yr",11-Jul-2016,"95,000 km",MPV
12346,Land Rover Discovery Sport 2.0A Si4 SE 7-Seater,"$115,000.00","$14,230 /yr",25-May-2017,"123,480 km",SUV
12348,Nissan Qashqai 1.2A DIG-T,"$79,800.00","$9,740 /yr",31-May-2018,"46,536 km",SUV
12349,BMW 4 Series 420i Gran Coupe,"$167,800.00","$16,730 /yr",27-Sep-2019,"17,801 km",Luxury
12350,Volvo S60 T2,"$79,800.00","$10,990 /yr",17-Apr-2017,"38,930 km",Luxury
12356,Kia Sportage 2.0A Sunroof (New 10-yr COE),"$69,800.00","$6,980 /yr",12-Apr-2011,"134,747 km",SUV
12358,Toyota Wish 1.8A X,"$79,800.00","$13,240 /yr",21-Jul-2016,"70,000 km",MPV
12360,Mercedes-Benz C-Class C180K,"$75,800.00","$63,420 /yr",28-Mar-2012,"158,000 km",Luxury
12361,Lexus UX200 Executive,"$150,000.00","$14,770 /yr",13-Jan-2020,"7,800 km",SUV
12363,Mazda 5 2.0A Sunroof,"$43,500.00","$10,440 /yr",21-Oct-2014,"124,000 km",MPV
12364,Volkswagen Jetta 1.4A TSI,"$43,500.00","$11,980 /yr",28-May-2014,"156,000 km",Sedan
12366,Honda City 1.5A i-VTEC (COE till 05/2025),"$30,800.00","$7,530 /yr",15-May-2010,"152,000 km",Sedan
12368,Nissan NV200 1.6A DX,"$39,800.00","$6,470 /yr",07-Jun-2017,"32,795 km",Van
12370,Toyota Vellfire 2.4A X (COE till 08/2029),"$95,499.00","$11,470 /yr",07-Aug-2009,"139,000 km",MPV
12377,Toyota Estima 2.4A Aeras Premium Moonroof,"$109,800.00","$14,390 /yr",04-Jul-2017,"58,800 km",MPV
12382,Hyundai Elantra 1.6A GLS S,"$61,000.00","$7,780 /yr",15-May-2018,"61,000 km",Sedan
12383,Toyota Corolla Axio 1.5A X (COE till 04/2022),"$9,288.00","$8,850 /yr",29-May-2007,"146,593 km",Sedan
12391,Lamborghini Gallardo LP570-4 Superleggera (New 10-yr COE),"$398,000.00","$39,780 /yr",05-Oct-2011,"23,000 km",Sports
12394,Mercedes-Benz C-Class C180 Avantgarde,"$112,800.00","$16,410 /yr",10-Jan-2017,"29,700 km",Luxury
12408,Toyota Estima 2.4A Aeras Premium Moonroof (COE till 12/2021),"$8,900.00","$12,350 /yr",04-Jan-2007,"169,689 km",MPV
12410,Mercedes-Benz A-Class A180 SE,"$139,800.00","$12,720 /yr",09-Mar-2021,18 km,Hatchback
12411,MINI Cooper S Countryman 1.6A,"$35,800.00","$16,520 /yr",26-Jul-2012,"147,000 km",Sports
12417,Honda Fit Hybrid 1.5A (OPC),"$61,388.00","$7,250 /yr",21-Feb-2019,"20,197 km",Hatchback
12419,Hyundai Elantra 1.6A GLS,"$49,588.00","$8,890 /yr",20-Feb-2016,"87,812 km",Sedan
12420,Honda Civic Type R 2.0M (COE till 11/2027),"$119,888.00","$18,060 /yr",17-Jan-2008,"133,000 km",Sports
12422,BMW 4 Series 420i Gran Coupe,"$163,900.00","$16,100 /yr",29-Oct-2019,"13,000 km",Luxury
12425,Volkswagen Scirocco 1.4A TSI (COE till 12/2024),"$28,800.00","$7,820 /yr",18-Dec-2009,"160,500 km",Sports
12428,Toyota Wish 1.8A Elegance,"$68,800.00","$10,560 /yr",07-Nov-2016,"79,000 km",MPV
12429,Mercedes-Benz CLA-Class CLA45 AMG 4MATIC+ Premium Plus,"$113,800.00","$25,410 /yr",04-Jun-2014,"137,000 km",Sports
12430,Mercedes-Benz A-Class A45 S AMG 4MATIC+ Plus,"$267,888.00","$24,320 /yr",14-Aug-2020,"7,500 km",Sports
12431,Ferrari F430 F1 (COE till 10/2029),"$300,000.00",,14-May-2010,"32,000 km",Sports
12433,Nissan Latio 1.5A Sports (New 5-yr COE),"$36,800.00","$7,360 /yr",27-Sep-2011,"100,000 km",Hatchback
12434,Toyota Allion 1.5A (COE till 11/2028),"$49,800.00","$6,560 /yr",14-Nov-2008,"145,000 km",Sedan
12439,Nissan NV200 1.5M,"$29,800.00","$11,010 /yr",27-Dec-2013,"152,000 km",Van
12441,Ferrari California 4.3A,"$350,000.00","$280,170 /yr",27-Jan-2012,"42,000 km",Sports
12444,Nissan NV200 1.6A,"$38,800.00","$7,730 /yr",19-Apr-2016,"82,000 km",Van
12445,BMW 2 Series 218i Coupe Sport Sunroof,"$83,800.00","$13,950 /yr",18-May-2016,"65,000 km",Sports
12446,Volkswagen Golf 1.4A TSI Comfortline,"$83,800.00","$9,050 /yr",14-Jun-2019,"10,800 km",Hatchback
12447,Aston Martin V8 Vantage N430 Coupe Sportshift II,"$330,000.00","$40,330 /yr",08-Nov-2016,"22,000 km",Sports
12448,Porsche Panamera Sport Turismo 4 3.0A PDK,"$462,800.00","$39,620 /yr",06-Oct-2020,"6,000 km",Sports
12451,Volkswagen Jetta 1.4A TSI,"$23,800.00","$10,700 /yr",23-Aug-2012,"167,000 km",Sedan
12455,BMW Z4 sDrive20i (New 10-yr COE),"$99,800.00","$9,970 /yr",31-Jan-2012,"98,000 km",Sports
12456,Mercedes-Benz E-Class E250 CGI Avantgarde (COE till 09/2029),"$74,800.00","$8,830 /yr",26-Feb-2010,"137,009 km",Luxury
12458,Mercedes-Benz E-Class E200K (COE till 03/2027),"$42,888.00","$7,270 /yr",07-Mar-2007,"138,000 km",Luxury
12459,Honda Fit 1.3A G (COE till 09/2024),"$26,000.00","$7,590 /yr",14-Sep-2009,"128,000 km",Hatchback
12460,BMW 1 Series 1M Coupe,"$198,888.00",,27-May-2011,"98,000 km",Sports
12465,Subaru XV 1.6i-S,"$56,800.00","$9,520 /yr",30-May-2016,"90,000 km",SUV
12473,Honda Civic 1.6A VTi,"$70,888.00","$10,050 /yr",19-Apr-2017,"51,500 km",Sedan
12477,Volkswagen Jetta 1.4A TSI Sportline,"$63,800.00","$9,060 /yr",25-Jan-2017,"88,000 km",Sedan
12484,BMW 5 Series 523i Sunroof,"$35,800.00","$22,820 /yr",24-Oct-2011,"143,900 km",Luxury
12485,Porsche 911 Turbo S Coupe PDK (COE till 04/2029),"$388,800.00","$48,270 /yr",15-Sep-2010,"110,000 km",Sports
